Date,State,EffectiveHolding,Signal_Price_Basis,MGK,MGV,MGK_MGV,MGK_MGV_EMA89
2015-02-27,Growth,MGK,Adjusted Close,15.46,45.92,0.3366724738675958,0.3272468079517874
2015-03-02,Growth,MGK,Adjusted Close,15.59,46.08,0.3383246527777778,0.32749298228125384
2015-03-03,Growth,MGK,Adjusted Close,15.52,45.89,0.33820004358247985,0.32773091697683665
2015-03-04,Growth,MGK,Adjusted Close,15.46,45.68,0.3384413309982487,0.32796892617731244
2015-03-05,Growth,MGK,Adjusted Close,15.48,45.76,0.33828671328671334,0.3281982103352991
2015-03-06,Growth,MGK,Adjusted Close,15.27,45.11,0.3385058745289293,0.328427269539602
2015-03-09,Growth,MGK,Adjusted Close,15.32,45.32,0.3380406001765225,0.3286408991093113
2015-03-10,Growth,MGK,Adjusted Close,15.06,44.57,0.3378954453668387,0.32884655569281196
2015-03-11,Growth,MGK,Adjusted Close,14.98,44.56,0.3361759425493716,0.3290094309562911
2015-03-12,Growth,MGK,Adjusted Close,15.18,45.07,0.3368094075881961,0.32918276377033345
2015-03-13,Growth,MGK,Adjusted Close,15.08,44.84,0.33630686886708294,0.32934107721692785
2015-03-16,Growth,MGK,Adjusted Close,15.29,45.38,0.33693256941383865,0.32950977704352585
2015-03-17,Growth,MGK,Adjusted Close,15.29,45.17,0.33849900376355985,0.32970953763730443
2015-03-18,Growth,MGK,Adjusted Close,15.46,45.72,0.3381452318460193,0.32989699750860924
2015-03-19,Growth,MGK,Adjusted Close,15.44,45.4,0.34008810572687226,0.3301234665801262
2015-03-20,Growth,MGK,Adjusted Close,15.58,45.8,0.340174672489083,0.33034682671143634
2015-03-23,Growth,MGK,Adjusted Close,15.51,45.79,0.3387202445948897,0.33053290266440194
2015-03-24,Growth,MGK,Adjusted Close,15.44,45.45,0.33971397139713966,0.3307369264140183
2015-03-25,Growth,MGK,Adjusted Close,15.15,44.96,0.3369661921708185,0.33087535454194716
2015-03-26,Growth,MGK,Adjusted Close,15.12,44.82,0.3373493975903614,0.33101922216524526
2015-03-27,Growth,MGK,Adjusted Close,15.14,44.93,0.3369686178499889,0.33115143095823957
2015-03-30,Growth,MGK,Adjusted Close,15.32,45.51,0.33662931223906833,0.33127316165336906
2015-03-31,Growth,MGK,Adjusted Close,15.18,45.15,0.3362126245847176,0.3313829274962879
2015-04-01,Growth,MGK,Adjusted Close,15.11,44.96,0.336076512455516,0.3314872293842707
2015-04-02,Growth,MGK,Adjusted Close,15.16,45.11,0.33606739082243403,0.3315890107495632
2015-04-06,Growth,MGK,Adjusted Close,15.26,45.39,0.336197400308438,0.33169141940642705
2015-04-07,Growth,MGK,Adjusted Close,15.23,45.3,0.3362030905077263,0.3317916787642337
2015-04-08,Growth,MGK,Adjusted Close,15.31,45.33,0.33774542245753364,0.33192398417964036
2015-04-09,Growth,MGK,Adjusted Close,15.37,45.58,0.3372093023255814,0.3320414356939946
2015-04-10,Growth,MGK,Adjusted Close,15.42,45.94,0.3356552024379626,0.3321217416216383
2015-04-13,Growth,MGK,Adjusted Close,15.36,45.76,0.3356643356643357,0.3322004659336983
2015-04-14,Growth,MGK,Adjusted Close,15.35,45.86,0.33471434801569994,0.33225632997996496
2015-04-15,Growth,MGK,Adjusted Close,15.42,46.13,0.33427270756557553,0.33230113837075625
2015-04-16,Growth,MGK,Adjusted Close,15.43,46.08,0.3348524305555556,0.33235783375264066
2015-04-17,Growth,MGK,Adjusted Close,15.23,45.61,0.33391800043850034,0.33239250412343757
2015-04-20,Growth,MGK,Adjusted Close,15.39,45.99,0.33463796477495106,0.33244240324902674
2015-04-21,Growth,MGK,Adjusted Close,15.41,45.79,0.3365363616510155,0.3325333801024043
2015-04-22,Growth,MGK,Adjusted Close,15.51,46.04,0.33688097306689835,0.332629993279393
2015-04-23,Growth,MGK,Adjusted Close,15.54,46.19,0.33643645810781553,0.3327145813866913
2015-04-24,Growth,MGK,Adjusted Close,15.58,46.27,0.3367192565377134,0.33280357416782513
2015-04-27,Growth,MGK,Adjusted Close,15.52,46.13,0.33644049425536526,0.3328843946142149
2015-04-28,Growth,MGK,Adjusted Close,15.48,46.45,0.3332615715823466,0.3328927763246178
2015-04-29,Growth,MGK,Adjusted Close,15.4,46.29,0.3326852451933463,0.33288816452170067
2015-04-30,Value,MGV,Adjusted Close,15.19,45.96,0.3305047867711053,0.3328352005716875
2015-05-01,Value,MGV,Adjusted Close,15.38,46.36,0.33175150992234687,0.3328111185572577
2015-05-04,Value,MGV,Adjusted Close,15.4,46.56,0.33075601374570446,0.3327654495614454
2015-05-05,Value,MGV,Adjusted Close,15.2,46.08,0.3298611111111111,0.3327009087069935
2015-05-06,Value,MGV,Adjusted Close,15.14,45.86,0.3301351940689054,0.3326438928261471
2015-05-07,Value,MGV,Adjusted Close,15.23,46.02,0.3309430682312038,0.33260609672403724
2015-05-08,Value,MGV,Adjusted Close,15.43,46.62,0.330973830973831,0.3325698241518104
2015-05-11,Value,MGV,Adjusted Close,15.35,46.41,0.33074768368886015,0.33252933214152264
2015-05-12,Value,MGV,Adjusted Close,15.31,46.26,0.33095546908776485,0.3324943574069947
2015-05-13,Value,MGV,Adjusted Close,15.3,46.3,0.33045356371490286,0.3324490064360593
2015-05-14,Value,MGV,Adjusted Close,15.5,46.71,0.33183472489830873,0.33243535573522043
2015-05-15,Value,MGV,Adjusted Close,15.52,46.75,0.33197860962566844,0.3324252058216748
2015-05-18,Value,MGV,Adjusted Close,15.57,46.85,0.33233724653148344,0.33242325117078164
2015-05-19,Value,MGV,Adjusted Close,15.56,46.88,0.3319112627986348,0.33241187365140057
2015-05-20,Value,MGV,Adjusted Close,15.53,46.85,0.33148345784418354,0.33239124218901794
2015-05-21,Value,MGV,Adjusted Close,15.59,46.95,0.3320553780617678,0.3323837785417457
2015-05-22,Value,MGV,Adjusted Close,15.59,46.78,0.33326207781103034,0.3324032963032854
2015-05-26,Growth,MGK,Adjusted Close,15.41,46.29,0.332901274573342,0.33241436248706446
2015-05-27,Growth,MGK,Adjusted Close,15.59,46.72,0.3336900684931507,0.33244271150942195
2015-05-28,Growth,MGK,Adjusted Close,15.55,46.69,0.33304776183336904,0.3324561570721763
2015-05-29,Growth,MGK,Adjusted Close,15.43,46.46,0.3321136461472234,0.33244854571828847
2015-06-01,Value,MGV,Adjusted Close,15.48,46.47,0.3331181407359587,0.33246342560757003
2015-06-02,Value,MGV,Adjusted Close,15.47,46.41,0.33333333333333337,0.3324827568903648
2015-06-03,Value,MGV,Adjusted Close,15.53,46.5,0.3339784946236559,0.3325159955066601
2015-06-04,Growth,MGK,Adjusted Close,15.41,46.12,0.3341283607979185,0.3325518258464658
2015-06-05,Growth,MGK,Adjusted Close,15.39,46.01,0.33449250163008043,0.33259495197499056
2015-06-08,Growth,MGK,Adjusted Close,15.27,45.82,0.3332605848974247,0.33260974381771136
2015-06-09,Growth,MGK,Adjusted Close,15.24,45.86,0.332315743567379,0.3326032104788151
2015-06-10,Value,MGV,Adjusted Close,15.43,46.48,0.33197074010327027,0.33258915558158075
2015-06-11,Value,MGV,Adjusted Close,15.47,46.57,0.3321881039295684,0.33258024332264713
2015-06-12,Value,MGV,Adjusted Close,15.35,46.23,0.33203547479991347,0.3325681373554753
2015-06-15,Value,MGV,Adjusted Close,15.29,46.03,0.33217466869432977,0.33255939360744985
2015-06-16,Value,MGV,Adjusted Close,15.36,46.3,0.33174946004319655,0.33254139508379976
2015-06-17,Value,MGV,Adjusted Close,15.39,46.36,0.33196721311475413,0.33252863548448763
2015-06-18,Value,MGV,Adjusted Close,15.56,46.77,0.3326918965148599,0.3325322635073848
2015-06-19,Growth,MGK,Adjusted Close,15.46,46.52,0.33233018056749786,0.3325277727753873
2015-06-22,Growth,MGK,Adjusted Close,15.59,46.79,0.3331908527463133,0.3325425078858523
2015-06-23,Growth,MGK,Adjusted Close,15.61,46.82,0.33340452797949593,0.33256166388793323
2015-06-24,Growth,MGK,Adjusted Close,15.51,46.42,0.3341232227488152,0.3325963651959528
2015-06-25,Growth,MGK,Adjusted Close,15.47,46.31,0.33405312027639816,0.3326287375310738
2015-06-26,Growth,MGK,Adjusted Close,15.44,46.35,0.33311758360302046,0.332639600777117
2015-06-29,Growth,MGK,Adjusted Close,15.09,45.49,0.331721257419213,0.3326191931469413
2015-06-30,Value,MGV,Adjusted Close,15.16,45.51,0.3331136014062844,0.33263017999714894
2015-07-01,Value,MGV,Adjusted Close,15.28,45.81,0.33355162628247104,0.3326506565812672
2015-07-02,Value,MGV,Adjusted Close,15.28,45.72,0.3342082239720035,0.33268526918995023
2015-07-06,Growth,MGK,Adjusted Close,15.24,45.57,0.3344305464121132,0.3327240531282205
2015-07-07,Growth,MGK,Adjusted Close,15.33,45.87,0.33420536298234144,0.33275697112497876
2015-07-08,Growth,MGK,Adjusted Close,15.05,45.17,0.3331857427496126,0.33276649938330394
2015-07-09,Growth,MGK,Adjusted Close,15.08,45.33,0.3326715199647033,0.33276438872955727
2015-07-10,Value,MGV,Adjusted Close,15.3,45.78,0.3342070773263434,0.33279644847615253
2015-07-13,Value,MGV,Adjusted Close,15.5,46.24,0.3352076124567474,0.33285002989794354
2015-07-14,Value,MGV,Adjusted Close,15.58,46.44,0.33548664944013784,0.3329086214433256
2015-07-15,Growth,MGK,Adjusted Close,15.58,46.4,0.33577586206896554,0.33297233790167313
2015-07-16,Growth,MGK,Adjusted Close,15.73,46.73,0.3366145944789215,0.3330532769367231
2015-07-17,Growth,MGK,Adjusted Close,15.85,46.6,0.34012875536480686,0.3332105097906805
2015-07-20,Growth,MGK,Adjusted Close,15.91,46.6,0.3414163090128755,0.3333928608845071
2015-07-21,Growth,MGK,Adjusted Close,15.86,46.35,0.3421790722761596,0.3335881100265438
2015-07-22,Growth,MGK,Adjusted Close,15.78,46.27,0.3410417116922412,0.33375374561911486
2015-07-23,Growth,MGK,Adjusted Close,15.68,46.03,0.34064740386704323,0.33390693802462434
2015-07-24,Growth,MGK,Adjusted Close,15.52,45.5,0.34109890109890106,0.33406675942627495
2015-07-27,Growth,MGK,Adjusted Close,15.44,45.2,0.34159292035398225,0.3342340074468907
2015-07-28,Growth,MGK,Adjusted Close,15.64,45.78,0.3416339012669288,0.3343984495317804
2015-07-29,Growth,MGK,Adjusted Close,15.71,46.18,0.34019055868341275,0.3345271630684833
2015-07-30,Growth,MGK,Adjusted Close,15.72,46.16,0.34055459272097055,0.3346611059496497
2015-07-31,Growth,MGK,Adjusted Close,15.69,46.0,0.3410869565217391,0.3348039026290295
2015-08-03,Growth,MGK,Adjusted Close,15.65,45.81,0.34162846540056757,0.33495555957950807
2015-08-04,Growth,MGK,Adjusted Close,15.61,45.71,0.34150076569678406,0.33510100860433645
2015-08-05,Growth,MGK,Adjusted Close,15.64,45.97,0.3402218838372852,0.3352148058317353
2015-08-06,Growth,MGK,Adjusted Close,15.48,45.76,0.33828671328671334,0.3352830704418459
2015-08-07,Growth,MGK,Adjusted Close,15.45,45.51,0.33948582729070537,0.3353764650384872
2015-08-10,Growth,MGK,Adjusted Close,15.63,46.15,0.33867822318526547,0.335449837441749
2015-08-11,Growth,MGK,Adjusted Close,15.48,45.74,0.3384346305203323,0.3355161661768286
2015-08-12,Growth,MGK,Adjusted Close,15.5,45.75,0.33879781420765026,0.3355890916886246
2015-08-13,Growth,MGK,Adjusted Close,15.49,45.69,0.3390238564237251,0.335665419793849
2015-08-14,Growth,MGK,Adjusted Close,15.53,45.9,0.3383442265795207,0.3357249488335306
2015-08-17,Growth,MGK,Adjusted Close,15.65,46.07,0.3397004558280877,0.33581329343340965
2015-08-18,Growth,MGK,Adjusted Close,15.6,45.96,0.3394255874673629,0.33589356663416414
2015-08-19,Growth,MGK,Adjusted Close,15.5,45.53,0.34043487810235007,0.3359944846667905
2015-08-20,Growth,MGK,Adjusted Close,15.12,44.67,0.338482202820685,0.3360497672924326
2015-08-21,Growth,MGK,Adjusted Close,14.59,43.38,0.3363301060396496,0.3360559970423707
2015-08-24,Growth,MGK,Adjusted Close,13.99,41.62,0.3361364728495916,0.3360577853936423
2015-08-25,Growth,MGK,Adjusted Close,13.88,40.9,0.33936430317848415,0.33613126356663875
2015-08-26,Growth,MGK,Adjusted Close,14.48,42.43,0.3412679707753948,0.3362454126157222
2015-08-27,Growth,MGK,Adjusted Close,14.82,43.47,0.34092477570738444,0.3363493984622036
2015-08-28,Growth,MGK,Adjusted Close,14.83,43.5,0.3409195402298851,0.33645095716815204
2015-08-31,Growth,MGK,Adjusted Close,14.67,43.21,0.3395047442721592,0.3365188191037966
2015-09-01,Growth,MGK,Adjusted Close,14.26,41.94,0.34000953743443013,0.3365963906222551
2015-09-02,Growth,MGK,Adjusted Close,14.55,42.6,0.3415492957746479,0.3367064551811972
2015-09-03,Growth,MGK,Adjusted Close,14.53,42.77,0.3397241056815524,0.3367735140812051
2015-09-04,Growth,MGK,Adjusted Close,14.34,42.02,0.34126606377915275,0.33687334851893724
2015-09-08,Growth,MGK,Adjusted Close,14.69,43.07,0.34107267239377753,0.33696666682726706
2015-09-09,Growth,MGK,Adjusted Close,14.5,42.45,0.3415783274440518,0.3370691481743067
2015-09-10,Growth,MGK,Adjusted Close,14.6,42.61,0.3426425721661582,0.33719300204079233
2015-09-11,Growth,MGK,Adjusted Close,14.7,42.77,0.3436988543371522,0.33733757653626695
2015-09-14,Growth,MGK,Adjusted Close,14.63,42.61,0.3433466322459517,0.33747111110759326
2015-09-15,Growth,MGK,Adjusted Close,14.81,43.19,0.34290344987265575,0.33759182974681684
2015-09-16,Growth,MGK,Adjusted Close,14.92,43.59,0.3422803395274145,0.33769601885305234
2015-09-17,Growth,MGK,Adjusted Close,14.92,43.43,0.3435413308772738,0.3378259146758128
2015-09-18,Growth,MGK,Adjusted Close,14.71,42.64,0.34498123827392124,0.3379849218668819
2015-09-21,Growth,MGK,Adjusted Close,14.76,42.87,0.344296710986704,0.3381251838473224
2015-09-22,Growth,MGK,Adjusted Close,14.58,42.43,0.34362479377798727,0.3382473974013372
2015-09-23,Growth,MGK,Adjusted Close,14.55,42.34,0.343646669815777,0.33836738123276916
2015-09-24,Growth,MGK,Adjusted Close,14.49,42.24,0.3430397727272727,0.33847121215486925
2015-09-25,Growth,MGK,Adjusted Close,14.42,42.28,0.3410596026490066,0.33852873194362787
2015-09-28,Growth,MGK,Adjusted Close,14.0,41.42,0.3380009657170449,0.33851700380525934
2015-09-29,Value,MGV,Adjusted Close,13.97,41.58,0.335978835978836,0.3384606000757832
2015-09-30,Value,MGV,Adjusted Close,14.27,42.27,0.3375916725810267,0.3384412905758997
2015-10-01,Value,MGV,Adjusted Close,14.33,42.28,0.3389309366130558,0.33845217159894764
2015-10-02,Growth,MGK,Adjusted Close,14.56,42.77,0.3404255319148936,0.3384960240504131
2015-10-05,Growth,MGK,Adjusted Close,14.78,43.74,0.3379058070416095,0.33848290811688414
2015-10-06,Growth,MGK,Adjusted Close,14.7,43.64,0.3368469294225481,0.33844655303478777
2015-10-07,Value,MGV,Adjusted Close,14.8,44.02,0.33621081326669694,0.33839686992883017
2015-10-08,Value,MGV,Adjusted Close,14.92,44.44,0.3357335733573357,0.3383376855605747
2015-10-09,Value,MGV,Adjusted Close,14.97,44.37,0.3373901284651792,0.3383166287362326
2015-10-12,Value,MGV,Adjusted Close,15.01,44.37,0.33829163849447824,0.3383160733975269
2015-10-13,Value,MGV,Adjusted Close,14.9,44.14,0.33756230176710467,0.33829932291685083
2015-10-14,Value,MGV,Adjusted Close,14.83,43.94,0.3375056895766955,0.3382816866204029
2015-10-15,Value,MGV,Adjusted Close,15.08,44.56,0.3384201077199282,0.3382847626448368
2015-10-16,Growth,MGK,Adjusted Close,15.15,44.84,0.3378679750223015,0.3382755006976693
2015-10-19,Growth,MGK,Adjusted Close,15.2,44.77,0.339513066785794,0.33830300216629433
2015-10-20,Growth,MGK,Adjusted Close,15.15,44.69,0.3390020138733498,0.3383185357597845
2015-10-21,Growth,MGK,Adjusted Close,15.06,44.46,0.3387314439946019,0.33832771149833596
2015-10-22,Growth,MGK,Adjusted Close,15.32,45.26,0.33848873177198413,0.33833128972663923
2015-10-23,Growth,MGK,Adjusted Close,15.54,45.73,0.33982068663896786,0.33836438743580205
2015-10-26,Growth,MGK,Adjusted Close,15.53,45.56,0.3408691834942932,0.33842004957043514
2015-10-27,Growth,MGK,Adjusted Close,15.52,45.43,0.34162447721769756,0.33849125907370764
2015-10-28,Growth,MGK,Adjusted Close,15.67,45.99,0.34072624483583386,0.33854092542397707
2015-10-29,Growth,MGK,Adjusted Close,15.73,45.9,0.34270152505446627,0.3386333831935435
2015-10-30,Growth,MGK,Adjusted Close,15.67,45.57,0.34386657888962036,0.3387496764312341
2015-11-02,Growth,MGK,Adjusted Close,15.85,46.1,0.3438177874186551,0.33886230111984345
2015-11-03,Growth,MGK,Adjusted Close,15.91,46.25,0.34400000000000003,0.33897647220606913
2015-11-04,Growth,MGK,Adjusted Close,15.87,46.12,0.34410234171725934,0.3390903804174289
2015-11-05,Growth,MGK,Adjusted Close,15.84,46.12,0.3434518647007806,0.33918730229039223
2015-11-06,Growth,MGK,Adjusted Close,15.81,46.12,0.34280138768430185,0.3392676152991458
2015-11-09,Growth,MGK,Adjusted Close,15.66,45.7,0.34266958424507654,0.33934321460905537
2015-11-10,Growth,MGK,Adjusted Close,15.66,45.84,0.3416230366492146,0.3393938773210589
2015-11-11,Growth,MGK,Adjusted Close,15.62,45.67,0.34201883074228157,0.33945220961930833
2015-11-12,Growth,MGK,Adjusted Close,15.43,44.98,0.34304135171187194,0.3395319683324764
2015-11-13,Growth,MGK,Adjusted Close,15.21,44.68,0.34042076991942705,0.33955171947885304
2015-11-16,Growth,MGK,Adjusted Close,15.41,45.31,0.34010152284263956,0.3395639373313816
2015-11-17,Growth,MGK,Adjusted Close,15.43,45.28,0.3407685512367491,0.33959070652927864
2015-11-18,Growth,MGK,Adjusted Close,15.69,45.92,0.3416811846689895,0.33963716159905
2015-11-19,Growth,MGK,Adjusted Close,15.69,45.88,0.34197907585004356,0.339689204137961
2015-11-20,Growth,MGK,Adjusted Close,15.8,45.92,0.3440766550522648,0.33978670304716774
2015-11-23,Growth,MGK,Adjusted Close,15.78,45.86,0.3440907108591365,0.33988234766521147
2015-11-24,Growth,MGK,Adjusted Close,15.78,45.95,0.3434167573449401,0.33996089010253877
2015-11-25,Growth,MGK,Adjusted Close,15.79,45.88,0.34415867480383605,0.34005417420701206
2015-11-27,Growth,MGK,Adjusted Close,15.8,45.93,0.34400174178097104,0.3401418979308778
2015-11-30,Growth,MGK,Adjusted Close,15.69,45.82,0.34242688782191183,0.3401926754840119
2015-12-01,Growth,MGK,Adjusted Close,15.83,46.35,0.3415318230852211,0.3402224343195943
2015-12-02,Growth,MGK,Adjusted Close,15.69,45.82,0.34242688782191183,0.34027142217520134
2015-12-03,Growth,MGK,Adjusted Close,15.44,45.16,0.34189548272807796,0.3403075124097097
2015-12-04,Growth,MGK,Adjusted Close,15.76,46.11,0.34179136846671004,0.34034048698875413
2015-12-07,Growth,MGK,Adjusted Close,15.66,45.8,0.3419213973799127,0.34037561833077984
2015-12-08,Growth,MGK,Adjusted Close,15.62,45.38,0.3442044953724107,0.3404607044872605
2015-12-09,Growth,MGK,Adjusted Close,15.44,45.18,0.3417441345728198,0.34048922515582847
2015-12-10,Growth,MGK,Adjusted Close,15.48,45.3,0.3417218543046358,0.3405166169146909
2015-12-11,Growth,MGK,Adjusted Close,15.15,44.49,0.34052596089008763,0.34051682455858856
2015-12-14,Growth,MGK,Adjusted Close,15.24,44.74,0.340634778721502,0.34051944576220883
2015-12-15,Growth,MGK,Adjusted Close,15.34,45.41,0.3378110548337371,0.34045925929713167
2015-12-16,Value,MGV,Adjusted Close,15.56,46.06,0.3378202344767694,0.3404006143011236
2015-12-17,Value,MGV,Adjusted Close,15.32,45.39,0.3375192773738709,0.3403365845916291
2015-12-18,Value,MGV,Adjusted Close,15.04,44.6,0.337219730941704,0.3402673211771863
2015-12-21,Value,MGV,Adjusted Close,15.16,44.95,0.3372636262513904,0.3402005724010575
2015-12-22,Value,MGV,Adjusted Close,15.26,45.39,0.336197400308438,0.3401116130212215
2015-12-23,Value,MGV,Adjusted Close,15.42,46.06,0.3347807207989579,0.3399931487496156
2015-12-24,Value,MGV,Adjusted Close,15.41,45.93,0.33551055954713693,0.33989353565622715
2015-12-28,Value,MGV,Adjusted Close,15.39,45.79,0.3360995850622407,0.3398092256430274
2015-12-29,Value,MGV,Adjusted Close,15.57,46.23,0.336794289422453,0.33974222706034796
2015-12-30,Value,MGV,Adjusted Close,15.46,45.89,0.33689256918718674,0.33967890132983325
2015-12-31,Value,MGV,Adjusted Close,15.3,45.49,0.3363376566278303,0.3396046514475665
2016-01-04,Value,MGV,Adjusted Close,15.03,44.92,0.3345948352626892,0.3394933221990137
2016-01-05,Value,MGV,Adjusted Close,15.03,45.09,0.3333333333333333,0.3393564335575541
2016-01-06,Value,MGV,Adjusted Close,14.89,44.46,0.3349077822762033,0.3392575746401908
2016-01-07,Value,MGV,Adjusted Close,14.51,43.41,0.33425478000460723,0.33914640142606667
2016-01-08,Value,MGV,Adjusted Close,14.38,42.9,0.33519813519813524,0.33905866217655706
2016-01-11,Value,MGV,Adjusted Close,14.4,42.93,0.33542976939203356,0.33897802011467876
2016-01-12,Value,MGV,Adjusted Close,14.55,43.23,0.33657182512144346,0.3389245491148291
2016-01-13,Value,MGV,Adjusted Close,14.11,42.3,0.33356973995271866,0.3388055533556711
2016-01-14,Value,MGV,Adjusted Close,14.35,43.07,0.3331785465521244,0.3386805087600367
2016-01-15,Value,MGV,Adjusted Close,14.05,42.09,0.3338085055832739,0.3385722420227753
2016-01-19,Value,MGV,Adjusted Close,14.06,42.17,0.3334123784681053,0.3384575783882271
2016-01-20,Value,MGV,Adjusted Close,13.96,41.51,0.33630450493856906,0.338409732311568
2016-01-21,Value,MGV,Adjusted Close,14.02,41.75,0.3358083832335329,0.33835192455427837
2016-01-22,Value,MGV,Adjusted Close,14.36,42.42,0.3385195662423385,0.3383556499251241
2016-01-25,Growth,MGK,Adjusted Close,14.17,41.75,0.33940119760479043,0.3383788843180056
2016-01-26,Growth,MGK,Adjusted Close,14.31,42.4,0.3375,0.33835935355538327
2016-01-27,Growth,MGK,Adjusted Close,14.04,42.19,0.33278027968712964,0.33823537413608873
2016-01-28,Value,MGV,Adjusted Close,14.16,42.37,0.3341987255133349,0.33814567083336083
2016-01-29,Value,MGV,Adjusted Close,14.44,43.48,0.33210671573137074,0.33801147183109437
2016-02-01,Value,MGV,Adjusted Close,14.49,43.38,0.33402489626556015,0.3379228812629714
2016-02-02,Value,MGV,Adjusted Close,14.25,42.57,0.3347427766032417,0.3378522122705329
2016-02-03,Value,MGV,Adjusted Close,14.28,42.81,0.33356692361597756,0.337756983633765
2016-02-04,Value,MGV,Adjusted Close,14.28,42.97,0.3323248778217361,0.33763627017127545
2016-02-05,Value,MGV,Adjusted Close,13.86,42.53,0.325887608746767,0.33737518880628636
2016-02-08,Value,MGV,Adjusted Close,13.63,42.13,0.32352243057203894,0.33706734973441416
2016-02-09,Value,MGV,Adjusted Close,13.63,42.09,0.32382988833452125,0.33677318392552763
2016-02-10,Value,MGV,Adjusted Close,13.65,41.97,0.3252323087919943,0.33651672003367133
2016-02-11,Value,MGV,Adjusted Close,13.53,41.34,0.3272859216255442,0.3363115911801574
2016-02-12,Value,MGV,Adjusted Close,13.76,42.23,0.3258347146578262,0.3360787717018834
2016-02-16,Value,MGV,Adjusted Close,14.02,42.83,0.32734064907774924,0.33588459119912484
2016-02-17,Value,MGV,Adjusted Close,14.29,43.44,0.3289594843462247,0.3357306999357271
2016-02-18,Value,MGV,Adjusted Close,14.18,43.38,0.32687874596588284,0.3355339898475083
2016-02-19,Value,MGV,Adjusted Close,14.21,43.28,0.3283271719038817,0.33537383833764994
2016-02-22,Value,MGV,Adjusted Close,14.42,43.87,0.32869842717118763,0.3352254958672841
2016-02-23,Value,MGV,Adjusted Close,14.25,43.29,0.32917532917532916,0.335091047718574
2016-02-24,Value,MGV,Adjusted Close,14.33,43.41,0.3301082699838747,0.3349803193244696
2016-02-25,Value,MGV,Adjusted Close,14.5,43.95,0.32992036405005687,0.3348678758739271
2016-02-26,Value,MGV,Adjusted Close,14.47,43.81,0.3302898881533896,0.3347661428134707
2016-02-29,Value,MGV,Adjusted Close,14.36,43.44,0.3305709023941068,0.334672915248596
2016-03-01,Value,MGV,Adjusted Close,14.74,44.39,0.3320567695426898,0.3346147786773537
2016-03-02,Value,MGV,Adjusted Close,14.73,44.72,0.32938282647584977,0.3344985130728758
2016-03-03,Value,MGV,Adjusted Close,14.76,44.92,0.3285841495992876,0.3343670827734627
2016-03-04,Value,MGV,Adjusted Close,14.8,45.04,0.32859680284191833,0.3342388543305395
2016-03-07,Value,MGV,Adjusted Close,14.76,45.22,0.3264042459088899,0.3340647519211695
2016-03-08,Value,MGV,Adjusted Close,14.62,44.76,0.3266309204647006,0.3338995556665813
2016-03-09,Value,MGV,Adjusted Close,14.67,45.01,0.3259275716507443,0.33372240046622936
2016-03-10,Value,MGV,Adjusted Close,14.68,44.96,0.3265124555160142,0.3335621794673357
2016-03-11,Value,MGV,Adjusted Close,14.93,45.66,0.326982041173894,0.3334159541719259
2016-03-14,Value,MGV,Adjusted Close,14.95,45.52,0.328427065026362,0.3333050899686911
2016-03-15,Value,MGV,Adjusted Close,14.95,45.46,0.3288605367355917,0.3332063221190667
2016-03-16,Value,MGV,Adjusted Close,15.05,45.62,0.32989916703200356,0.3331328297837986
2016-03-17,Value,MGV,Adjusted Close,15.13,45.98,0.32905611135276214,0.3330422360408867
2016-03-18,Value,MGV,Adjusted Close,15.18,46.16,0.32885615251299827,0.3329492119624891
2016-03-21,Value,MGV,Adjusted Close,15.21,46.2,0.3292207792207792,0.3328663579015622
2016-03-22,Value,MGV,Adjusted Close,15.24,46.15,0.3302275189599133,0.3328077170361922
2016-03-23,Value,MGV,Adjusted Close,15.14,45.86,0.3301351940689054,0.3327483276369192
2016-03-24,Value,MGV,Adjusted Close,15.14,45.84,0.33027923211169286,0.33269345884746976
2016-03-28,Value,MGV,Adjusted Close,15.14,45.8,0.3305676855895197,0.33264621944173756
2016-03-29,Value,MGV,Adjusted Close,15.33,46.11,0.3324658425504229,0.33264221106637504
2016-03-30,Value,MGV,Adjusted Close,15.4,46.33,0.3323980142456292,0.33263678447035844
2016-03-31,Value,MGV,Adjusted Close,15.37,46.18,0.33282806409701166,0.3326410351287285
2016-04-01,Growth,MGK,Adjusted Close,15.5,46.45,0.3336921420882669,0.3326643930611627
2016-04-04,Growth,MGK,Adjusted Close,15.47,46.3,0.33412526997840175,0.3326968569926569
2016-04-05,Growth,MGK,Adjusted Close,15.32,45.79,0.3345708670015287,0.3327385016595207
2016-04-06,Growth,MGK,Adjusted Close,15.53,46.25,0.33578378378378376,0.3328061745956154
2016-04-07,Growth,MGK,Adjusted Close,15.35,45.7,0.3358862144420131,0.3328746199255353
2016-04-08,Growth,MGK,Adjusted Close,15.36,45.88,0.3347863993025283,0.3329171039116907
2016-04-11,Growth,MGK,Adjusted Close,15.3,45.77,0.3342800961328381,0.33294739262771617
2016-04-12,Growth,MGK,Adjusted Close,15.44,46.23,0.33398226260004327,0.3329703897382123
2016-04-13,Growth,MGK,Adjusted Close,15.58,46.78,0.33304831124412143,0.3329721213272325
2016-04-14,Growth,MGK,Adjusted Close,15.58,46.83,0.33269271834294256,0.332965912372026
2016-04-15,Value,MGV,Adjusted Close,15.56,46.75,0.3328342245989305,0.3329629859770683
2016-04-18,Value,MGV,Adjusted Close,15.65,47.08,0.3324129141886151,0.3329507621595471
