Date,Model,Asset,Internal_Asset,Price_Basis,Shares,Price,Position_Value,Dividend_Per_Share,Dividend_Income,Year,Month
2019-07-29,MWM Growth Plus,JBND,JBND,Adjusted Close,42.63928920301235,46.471683389496015,1981.519547795546,0.13854626520742797,5.907514270176769,2019,2019-07
2019-07-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,373.4619967005685,6.348243713378906,2370.827772740318,0.019,7.0957779373108005,2019,2019-07
2019-07-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,341.7905341576735,9.154959678649902,3129.078558757713,0.028,9.570134956414858,2019,2019-07
2019-07-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,80.93612025372266,35.43925442245535,2868.3157576381186,0.2188331592170455,17.71150688989283,2019,2019-07
2019-07-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,454.19788186534174,8.124481201171875,3690.122152827053,0.056,25.43508138445914,2019,2019-07
2019-08-28,MWM Growth Plus,JBND,JBND,Adjusted Close,42.63928920301235,47.92198863077603,2043.359532411129,0.13854626520742797,5.907514270176769,2019,2019-08
2019-08-30,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,373.4619967005685,6.4883952140808105,2423.169032033032,0.019,7.0957779373108005,2019,2019-08
2019-08-30,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,341.7905341576735,9.18280029296875,3138.5942171970296,0.028,9.570134956414858,2019,2019-08
2019-08-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,80.93612025372266,35.96314186722153,2910.71717486713,0.2188331592170455,17.71150688989283,2019,2019-08
2019-08-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,454.19788186534174,8.034749031066895,3649.3659912301905,0.056,25.43508138445914,2019,2019-08
2019-09-20,MWM Growth Plus,FBTC,FBTC,Adjusted Close,82.33659779300396,57.96158915472158,4772.360053675651,0.4769715026611436,39.272210773335296,2019,2019-09
2019-09-20,MWM Growth Plus,XLF,XLF,Adjusted Close,78.10484185182517,24.761499404907227,1933.992995034342,0.144,11.247097226662824,2019,2019-09
2019-09-20,MWM Growth Plus,XLV,XLV,Adjusted Close,32.92122934183577,81.91084289550781,2696.6056445460918,0.38,12.510067149897592,2019,2019-09
2019-09-23,MWM Growth Plus,XLG,XLG,Adjusted Close,1294.5802586630025,19.96110725402832,25841.255392119918,0.0931,120.52542208152553,2019,2019-09
2019-09-24,MWM Growth Plus,IMCB,IMCB,Adjusted Close,123.45709972667848,44.715328216552734,5520.424734942111,0.1765,21.79017810175875,2019,2019-09
2019-09-24,MWM Growth Plus,VEU,VEU,Adjusted Close,301.2757228269506,41.13,12391.470479872478,0.327,98.51716136441284,2019,2019-09
2019-09-26,MWM Growth Plus,JBND,JBND,Adjusted Close,42.63928920301235,47.514297470026115,2025.9758711024017,0.13854626520742797,5.907514270176769,2019,2019-09
2019-09-26,MWM Growth Plus,VOO,VOO,Adjusted Close,118.07507658527271,246.63,29120.85613822581,1.301,153.61567463743978,2019,2019-09
2019-09-30,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,373.4619967005685,6.4633355140686035,2413.810186429756,0.018,6.722315940610232,2019,2019-09
2019-09-30,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,341.7905341576735,9.18797779083252,3140.363836957488,0.027,9.228344422257184,2019,2019-09
2019-09-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,80.93612025372266,36.11659554461492,2923.137120154017,0.2188331592170455,17.71150688989283,2019,2019-09
2019-09-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,454.19788186534174,8.092942237854004,3675.797222491847,0.056,25.43508138445914,2019,2019-09
2019-10-29,MWM Growth Plus,JBND,JBND,Adjusted Close,42.63928920301235,47.30388463733416,2017.0040174772244,0.13854626520742797,5.907514270176769,2019,2019-10
2019-10-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,373.4619967005685,6.492506504058838,2424.7044425972413,0.017,6.348853943909664,2019,2019-10
2019-10-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,341.7905341576735,9.222591400146484,3152.194440974033,0.027,9.228344422257184,2019,2019-10
2019-10-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,80.93612025372266,36.158404550825104,2926.5209789083333,0.2188331592170455,17.71150688989283,2019,2019-10
2019-10-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,454.19788186534174,8.151416778564453,3702.356235025582,0.056,25.43508138445914,2019,2019-10
2019-11-26,MWM Growth Plus,JBND,JBND,Adjusted Close,42.63928920301235,47.72983372529774,2035.1661838246628,0.13854626520742797,5.907514270176769,2019,2019-11
2019-11-29,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,373.4619967005685,6.490167617797852,2423.8309574641576,0.017,6.348853943909664,2019,2019-11
2019-11-29,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,341.7905341576735,9.234405517578125,3156.232394481595,0.026,8.886553888099511,2019,2019-11
2019-11-29,MWM Growth Plus,JPIE,JPIE,Adjusted Close,80.93612025372266,36.26800484047028,2935.3916011308984,0.20815837096255546,16.8475309440444,2019,2019-11
2019-11-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,454.19788186534174,8.18969440460205,3719.7418516946927,0.056,25.43508138445914,2019,2019-11
2019-12-12,MWM Growth Plus,JBND,JBND,Adjusted Close,42.63928920301235,47.433756880764875,2022.5416776243108,0.28735521672651726,12.252622189996263,2019,2019-12
2019-12-12,MWM Growth Plus,JPIE,JPIE,Adjusted Close,80.93612025372266,36.31329771784077,2939.0574309003932,0.010674788254490024,0.8639759458484308,2019,2019-12
2019-12-16,MWM Growth Plus,IMCB,IMCB,Adjusted Close,123.45709972667848,47.216251373291016,5829.181454512309,0.18175,22.438327875323814,2019,2019-12
2019-12-20,MWM Growth Plus,FBTC,FBTC,Adjusted Close,82.33659779300396,57.27439029616536,4715.778437654896,0.7490084813652178,61.67081007371664,2019,2019-12
2019-12-20,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,341.7905341576735,9.330373764038086,3189.03343270132,0.11,37.59695875734408,2019,2019-12
2019-12-20,MWM Growth Plus,XLF,XLF,Adjusted Close,78.10484185182517,27.191951751708984,2123.8230912096906,0.156,12.184355328884727,2019,2019-12
2019-12-20,MWM Growth Plus,XLV,XLV,Adjusted Close,32.92122934183577,91.81578063964844,3022.6883716375505,0.422,13.892758782254694,2019,2019-12
2019-12-23,MWM Growth Plus,AVUV,AVUV,Adjusted Close,122.65877196668791,49.0,6010.279826367708,0.207,25.390365797104394,2019,2019-12
2019-12-23,MWM Growth Plus,VEU,VEU,Adjusted Close,301.2757228269506,44.55,13421.833451940647,0.581,175.0411949624583,2019,2019-12
2019-12-23,MWM Growth Plus,VOO,VOO,Adjusted Close,118.07507658527271,268.15,31661.831786340874,1.429,168.72928444035472,2019,2019-12
2019-12-23,MWM Growth Plus,XLG,XLG,Adjusted Close,1294.5802586630025,21.860013961791992,28299.542529033522,0.0913,118.19517761593214,2019,2019-12
2019-12-26,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,373.4619967005685,6.479908466339111,2419.999554275923,0.007,2.6142339769039795,2019,2019-12
2019-12-26,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,341.7905341576735,9.340808868408203,3192.6000525979734,0.074,25.29249952766784,2019,2019-12
2019-12-26,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,454.19788186534174,8.260856628417969,3752.0635830207098,0.034,15.442727983421621,2019,2019-12
2019-12-27,MWM Growth Plus,JBND,JBND,Adjusted Close,42.63928920301235,47.62220322022886,2030.5768955919646,0.13854626520742797,5.907514270176769,2019,2019-12
2019-12-30,MWM Growth Plus,XLV,XLV,Adjusted Close,32.92122934183577,91.47785949707031,3011.563592203281,0.666,21.925538741662624,2019,2019-12
2019-12-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,373.4619967005685,6.494147300720215,2425.3172177945785,0.018,6.722315940610232,2019,2019-12
2019-12-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,341.7905341576735,9.361830711364746,3199.785119531069,0.028,9.570134956414858,2019,2019-12
2019-12-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,80.93612025372266,36.49870602301949,2954.063659784377,0.20815837096255546,16.8475309440444,2019,2019-12
2019-12-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,454.19788186534174,8.299423217773438,3769.5804462167343,0.056,25.43508138445914,2019,2019-12
2020-01-29,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,48.40145599626117,2397.56533555609,0.12315223573993596,6.100343994385425,2020,2020-01
2020-01-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,6.627283573150635,2834.6640824603455,0.018,7.699075031435427,2020,2020-01
2020-01-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.4422025680542,3652.9086540840117,0.027,10.445500713356669,2020,2020-01
2020-01-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,36.79903103075687,3353.3157204172076,0.20815837096255546,18.96845428081418,2020,2020-01
2020-01-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.36578369140625,4423.207476590718,0.056,29.60865686062737,2020,2020-01
2020-02-07,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.472306251525879,3664.5548780535705,0.01,3.8687039679098776,2020,2020-02
2020-02-26,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,49.02094104423441,2428.2515173319166,0.12315223573993596,6.100343994385425,2020,2020-02
2020-02-28,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,6.7273850440979,2877.4801233259036,0.016,6.843622250164825,2020,2020-02
2020-02-28,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.354832649230957,3619.1078189212676,0.024,9.284889522983706,2020,2020-02
2020-02-28,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,36.986093217629275,3370.3617826195127,0.20815837096255546,18.96845428081418,2020,2020-02
2020-02-28,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.328438758850098,4403.462239206105,0.056,29.60865686062737,2020,2020-02
2020-03-10,MWM Growth Plus,VOO,VOO,Adjusted Close,113.14812208691606,240.8,27246.067798529388,1.178,133.28848781838713,2020,2020-03
2020-03-23,MWM Growth Plus,FBTC,FBTC,Adjusted Close,80.54385080141388,38.418737043965635,3094.3930244479207,0.3663431313214867,29.5066865112806,2020,2020-03
2020-03-23,MWM Growth Plus,VEU,VEU,Adjusted Close,311.2765689807043,29.91,9310.282178212867,0.118,36.730635139723105,2020,2020-03
2020-03-23,MWM Growth Plus,XLF,XLF,Adjusted Close,74.55587579073791,15.784936904907227,1176.859795246898,0.159,11.854384250727328,2020,2020-03
2020-03-23,MWM Growth Plus,XLG,XLG,Adjusted Close,1234.1791561589512,16.243247985839844,20047.0780924444,0.0965,119.09828856933879,2020,2020-03
2020-03-23,MWM Growth Plus,XLV,XLV,Adjusted Close,34.40537332327167,67.47203826904297,2321.400665528496,0.382,13.142852609489777,2020,2020-03
2020-03-24,MWM Growth Plus,AVUV,AVUV,Adjusted Close,131.3272728817608,27.47,3607.5601860619686,0.104,13.658036379703121,2020,2020-03
2020-03-25,MWM Growth Plus,IMCB,IMCB,Adjusted Close,118.18876180516368,33.64081573486328,3975.9663578191585,0.17025,20.12163669732912,2020,2020-03
2020-03-27,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,48.28028536215048,2391.5631501661796,0.13341492205159727,6.608705993917543,2020,2020-03
2020-03-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,6.612163543701172,2828.196846837627,0.015,6.415895859529523,2020,2020-03
2020-03-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,8.56058406829834,3311.8365552651867,0.027,10.445500713356669,2020,2020-03
2020-03-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,32.3617021786209,2948.9636442961873,0.20815837096255546,18.96845428081418,2020,2020-03
2020-03-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,7.664975166320801,4052.671777586121,0.056,29.60865686062737,2020,2020-03
2020-04-28,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,49.40380219659165,2447.2165382869407,0.14367760836325863,7.1170679934496635,2020,2020-04
2020-04-30,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,6.791411876678467,2904.8660893294,0.015,6.415895859529523,2020,2020-04
2020-04-30,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,8.87525463104248,3433.5732807324557,0.026,10.058630316565681,2020,2020-04
2020-04-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,33.12650505676671,3018.6563900688443,0.20815837096255546,18.96845428081418,2020,2020-04
2020-04-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,7.837217807769775,4143.740943075956,0.056,29.60865686062737,2020,2020-04
2020-05-27,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,49.58610622359444,2456.246965299466,0.12828357889576664,6.354524994151485,2020,2020-05
2020-05-29,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,6.884039402008057,2944.4853264121057,0.016,6.843622250164825,2020,2020-05
2020-05-29,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.176215171813965,3550.0060045591504,0.027,10.445500713356669,2020,2020-05
2020-05-29,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,34.16453276390991,3113.2467782147337,0.20815837096255546,18.96845428081418,2020,2020-05
2020-05-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.017352104187012,4238.982631851823,0.056,29.60865686062737,2020,2020-05
2020-06-15,MWM Growth Plus,IMCB,IMCB,Adjusted Close,118.18876180516368,42.55933380126953,5030.034965224696,0.13125,15.512274986927734,2020,2020-06
2020-06-22,MWM Growth Plus,FBTC,FBTC,Adjusted Close,80.54385080141388,53.19054185149988,4284.171066933567,0.48966656166733374,39.43963048537506,2020,2020-06
2020-06-22,MWM Growth Plus,VEU,VEU,Adjusted Close,311.2765689807043,40.45,12591.137215269491,0.254,79.0642485210989,2020,2020-06
2020-06-22,MWM Growth Plus,XLF,XLF,Adjusted Close,74.55587579073791,21.3277587890625,1590.1097351721626,0.152,11.332493120192163,2020,2020-06
2020-06-22,MWM Growth Plus,XLG,XLG,Adjusted Close,1234.1791561589512,22.61555290222168,27911.64399693207,0.0829,102.31345204557705,2020,2020-06
2020-06-22,MWM Growth Plus,XLV,XLV,Adjusted Close,34.40537332327167,90.7494125366211,3122.267417190039,0.425,14.622283662390458,2020,2020-06
2020-06-23,MWM Growth Plus,AVUV,AVUV,Adjusted Close,131.3272728817608,37.22,4888.001096659136,0.137,17.99183638480123,2020,2020-06
2020-06-26,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,50.25583558065474,2489.421998108728,0.12828357889576664,6.354524994151485,2020,2020-06
2020-06-29,MWM Growth Plus,VOO,VOO,Adjusted Close,113.14812208691606,256.63,29037.202571165268,1.433,162.1412589505507,2020,2020-06
2020-06-30,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,6.983201503753662,2986.899574279564,0.014,5.988169468894221,2020,2020-06
2020-06-30,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.271966934204102,3587.049526868459,0.026,10.058630316565681,2020,2020-06
2020-06-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,35.20699124052878,3208.2409207128476,0.20815837096255546,18.96845428081418,2020,2020-06
2020-06-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.163087844848633,4316.036909308596,0.056,29.60865686062737,2020,2020-06
2020-07-29,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,50.963341125123804,2524.4682737468784,0.12315223573993596,6.100343994385425,2020,2020-07
2020-07-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,7.10734748840332,3040.000088205628,0.015,6.415895859529523,2020,2020-07
2020-07-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.551403045654297,3695.1550861829264,0.027,10.445500713356669,2020,2020-07
2020-07-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,35.98197008520654,3278.860952546747,0.20815837096255546,18.96845428081418,2020,2020-07
2020-07-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.281082153320312,4378.42356986297,0.056,29.60865686062737,2020,2020-07
2020-08-27,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,50.527067930208936,2502.857488132475,0.1180208925841053,5.846162994619366,2020,2020-08
2020-08-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,7.053630352020264,3017.0238513452387,0.013,5.56044307825892,2020,2020-08
2020-08-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.631546974182129,3726.1603996128774,0.025,9.671759919774694,2020,2020-08
2020-08-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,36.25234656239816,3303.4990385506935,0.20815837096255546,18.96845428081418,2020,2020-08
2020-08-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.402460098266602,4442.5992470480205,0.04,21.149040614733835,2020,2020-08
2020-09-21,MWM Growth Plus,FBTC,FBTC,Adjusted Close,80.54385080141388,52.68463263378579,4243.423190382943,0.38629250975978546,31.113486271795875,2020,2020-09
2020-09-21,MWM Growth Plus,VEU,VEU,Adjusted Close,311.2765689807043,42.5,13229.254181679933,0.342,106.45658659140089,2020,2020-09
2020-09-21,MWM Growth Plus,XLF,XLF,Adjusted Close,74.55587579073791,21.644052505493164,1613.6912902077581,0.135,10.06504323174962,2020,2020-09
2020-09-21,MWM Growth Plus,XLV,XLV,Adjusted Close,34.40537332327167,94.06401824951172,3236.30766416149,0.418,14.381446049127558,2020,2020-09
2020-09-22,MWM Growth Plus,AVUV,AVUV,Adjusted Close,131.3272728817608,39.03,5125.703460575124,0.156,20.487054569554683,2020,2020-09
2020-09-23,MWM Growth Plus,IMCB,IMCB,Adjusted Close,118.18876180516368,44.58781051635742,5269.778116531539,0.1705,20.15118388778041,2020,2020-09
2020-09-28,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,50.78006166799746,2515.389528819048,0.11288954942827463,5.591981994853307,2020,2020-09
2020-09-29,MWM Growth Plus,VOO,VOO,Adjusted Close,113.14812208691606,281.31,31829.698224270356,1.309,148.11089181177312,2020,2020-09
2020-09-30,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,7.054436683654785,3017.368740664928,0.011,4.704990296988316,2020,2020-09
2020-09-30,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.581158638000488,3706.6666440006484,0.024,9.284889522983706,2020,2020-09
2020-09-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,36.28848183557585,3306.7918692642806,0.20815837096255546,18.96845428081418,2020,2020-09
2020-09-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.409743309020996,4446.450070049279,0.04,21.149040614733835,2020,2020-09
2020-10-09,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,7.05217170715332,3016.399950441082,0.227,97.09389067421345,2020,2020-10
2020-10-28,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,50.755497247014674,2514.1727306251905,0.12315223573993596,6.100343994385425,2020,2020-10
2020-10-30,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,7.019956111907959,3002.620490164616,0.011,4.704990296988316,2020,2020-10
2020-10-30,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.539783477783203,3690.6598193500968,0.026,10.058630316565681,2020,2020-10
2020-10-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,36.54526738681244,3330.1914806567097,0.18680879445357543,17.022971790474266,2020,2020-10
2020-10-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.431360244750977,4457.879506342265,0.04,21.149040614733835,2020,2020-10
2020-11-25,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,51.00942778403076,2526.7511756462645,0.11288954942827463,5.591981994853307,2020,2020-11
2020-11-30,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,7.128293037414551,3048.9590522840763,0.011,4.704990296988316,2020,2020-11
2020-11-30,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,9.903586387634277,3831.4043954378976,0.024,9.284889522983706,2020,2020-11
2020-11-30,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,37.158829420016126,3386.102387921453,0.18680879445357543,17.022971790474266,2020,2020-11
2020-11-30,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.654852867126465,4576.04587003508,0.04,21.149040614733835,2020,2020-11
2020-12-04,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,7.09178352355957,3033.342969699036,0.026,11.12088615651784,2020,2020-12
2020-12-11,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,51.18258594640972,2535.3285624033997,1.0365313174777944,51.344561952744,2020,2020-12
2020-12-11,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,37.36130231316391,3404.552752415653,0.05871133539969513,5.350076848434768,2020,2020-12
2020-12-14,MWM Growth Plus,IMCB,IMCB,Adjusted Close,118.18876180516368,52.765655517578125,6236.307491460361,0.18175,21.4808074580885,2020,2020-12
2020-12-17,MWM Growth Plus,AVUV,AVUV,Adjusted Close,131.3272728817608,52.27,6864.476553529637,0.289,37.95358186282887,2020,2020-12
2020-12-18,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,10.009683609008789,3872.4502695694764,0.148,57.25681872506618,2020,2020-12
2020-12-21,MWM Growth Plus,FBTC,FBTC,Adjusted Close,80.54385080141388,55.24208118289607,4449.409944754774,0.8451282138406575,68.06988076364732,2020,2020-12
2020-12-21,MWM Growth Plus,VEU,VEU,Adjusted Close,311.2765689807043,48.69,15156.056143670492,0.452,140.69700917927835,2020,2020-12
2020-12-21,MWM Growth Plus,XLF,XLF,Adjusted Close,74.55587579073791,26.115812301635742,1947.0872581349797,0.152,11.332493120192163,2020,2020-12
2020-12-21,MWM Growth Plus,XLG,XLG,Adjusted Close,1234.1791561589512,26.75765037536621,33023.73436106571,0.0951,117.37043775071626,2020,2020-12
2020-12-21,MWM Growth Plus,XLV,XLV,Adjusted Close,34.40537332327167,101.98566436767578,3508.85485619177,0.464,15.964093221998056,2020,2020-12
2020-12-22,MWM Growth Plus,VOO,VOO,Adjusted Close,113.14812208691606,312.29,35335.02704652302,1.383,156.4838528462049,2020,2020-12
2020-12-23,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,10.0152587890625,3874.607141689037,0.127,49.13254039245545,2020,2020-12
2020-12-29,MWM Growth Plus,JBND,JBND,Adjusted Close,49.534983735639955,51.23684786867896,2538.0164258404707,0.1180208925841053,5.846162994619366,2020,2020-12
2020-12-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,427.7263906353015,7.143284320831299,3055.3712198309127,0.012,5.132716687623619,2020,2020-12
2020-12-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,386.87039679098774,10.07343864440918,3897.115205412249,0.024,9.284889522983706,2020,2020-12
2020-12-31,MWM Growth Plus,JPIE,JPIE,Adjusted Close,91.12510918057826,37.620188396242945,3428.143775001562,0.18680879445357543,17.022971790474266,2020,2020-12
2020-12-31,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,528.7260153683459,8.785118103027344,4644.920489153969,0.04,21.149040614733835,2020,2020-12
2021-01-27,MWM Growth Plus,JBND,JBND,Adjusted Close,52.527040767289364,51.10726052810611,2684.513157264308,0.09749551996078264,5.121151151608103,2021,2021-01
2021-01-29,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,445.87094562473965,7.095053672790527,3163.4782903453947,0.012,5.350451347496876,2021,2021-01
2021-01-29,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,412.256455151813,10.064778327941895,4149.269835366117,0.029,11.955437199402578,2021,2021-01
2021-01-29,MWM Growth Plus,JPIE,JPIE,Adjusted Close,101.37094406173007,37.9996955423519,3852.065011186528,0.18680879445357543,18.936983852792626,2021,2021-01
2021-01-29,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,572.7299766624415,8.814233779907227,5048.175907063569,0.04,22.90919906649766,2021,2021-01
2021-02-12,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,412.256455151813,10.180695533752441,4197.057451724676,0.037,15.253488840617079,2021,2021-02
2021-02-24,MWM Growth Plus,JBND,JBND,Adjusted Close,52.527040767289364,50.39562147776694,2647.1328638555474,0.1026268631166133,5.390685422745372,2021,2021-02
2021-02-26,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,445.87094562473965,7.0118489265441895,3126.3797114560734,0.01,4.458709456247397,2021,2021-02
2021-02-26,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,412.256455151813,10.104823112487793,4165.778556290327,0.024,9.894154923643512,2021,2021-02
2021-02-26,MWM Growth Plus,JPIE,JPIE,Adjusted Close,101.37094406173007,38.248377583746766,3877.274144493924,0.17079661207184038,17.313813808267543,2021,2021-02
2021-02-26,MWM Growth Plus,PIMIX,PIMIX,Adjusted Close,572.7299766624415,8.778011322021484,5027.430219604012,0.04,22.90919906649766,2021,2021-02
2021-03-22,MWM Growth Plus,FBTC,FBTC,Adjusted Close,94.41727191677707,60.53573230316973,5715.618697549602,0.6927875057663758,65.41110631248966,2021,2021-03
2021-03-22,MWM Growth Plus,VEU,VEU,Adjusted Close,321.2598559975674,52.22,16776.18968019297,0.164,52.686616383601056,2021,2021-03
2021-03-22,MWM Growth Plus,XLF,XLF,Adjusted Close,86.99774576550062,30.71613883972168,2672.234837675926,0.151,13.136659610590593,2021,2021-03
2021-03-22,MWM Growth Plus,XLG,XLG,Adjusted Close,1143.5477861736827,28.053312301635742,32080.30317737449,0.0884,101.08962429775356,2021,2021-03
2021-03-22,MWM Growth Plus,XLV,XLV,Adjusted Close,34.82038058625015,106.25279998779297,3699.762933929667,0.398,13.858511473327562,2021,2021-03
2021-03-23,MWM Growth Plus,AVUV,AVUV,Adjusted Close,141.49018803502332,63.96,9049.712426720092,0.258,36.50446851303602,2021,2021-03
2021-03-25,MWM Growth Plus,IMCB,IMCB,Adjusted Close,119.55482767443499,57.192588806152344,6837.650098974363,0.12675,15.153574407734634,2021,2021-03
2021-03-26,MWM Growth Plus,VOO,VOO,Adjusted Close,109.64343302420977,337.96,37055.09462486193,1.263,138.47965590957693,2021,2021-03
2021-03-29,MWM Growth Plus,JBND,JBND,Adjusted Close,52.527040767289364,49.85465372587786,2618.717428698281,0.10775820627244397,5.660219693882641,2021,2021-03
2021-03-31,MWM Growth Plus,FIKQX,FIKQX,Adjusted Close,445.87094562473965,6.913478374481201,3082.5191403861213,0.012,5.350451347496876,2021,2021-03
2021-03-31,MWM Growth Plus,FIWDX,FIWDX,Adjusted Close,412.256455151813,10.080344200134277,4155.686966657495,0.029,11.955437199402578,2021,2021-03
