Model,Month,Dividend_Income,Cumulative_Income
MWM Aggressive,2014-04,31.734154490887217,10769.673940208726
MWM Aggressive,2014-05,31.364561776953696,10801.03850198568
MWM Aggressive,2014-06,698.2688171357862,11499.307319121466
MWM Aggressive,2014-07,32.742907250356495,11532.050226371823
MWM Aggressive,2014-08,31.16281122505984,11563.213037596883
MWM Aggressive,2014-09,588.8748096481199,12152.087847245002
MWM Aggressive,2014-10,32.137655594674925,12184.225502839678
MWM Aggressive,2014-11,31.935905042781073,12216.161407882459
MWM Aggressive,2014-12,914.3467907533691,13130.508198635827
MWM Aggressive,2015-01,47.87759746859085,13178.38579610442
MWM Aggressive,2015-02,45.8924922084877,13224.278288312906
MWM Aggressive,2015-03,538.7862716090107,13763.064559921917
MWM Aggressive,2015-04,46.26959731967119,13809.334157241588
MWM Aggressive,2015-05,46.45814987526293,13855.792307116852
MWM Aggressive,2015-06,701.5872798779442,14557.379586994795
MWM Aggressive,2015-07,46.45814987526293,14603.837736870059
MWM Aggressive,2015-08,46.646702430854674,14650.484439300913
MWM Aggressive,2015-09,588.6057335815811,15239.090172882494
MWM Aggressive,2015-10,47.400912653221646,15286.491085535716
MWM Aggressive,2015-11,46.835254986446415,15333.326340522162
MWM Aggressive,2015-12,1150.5874600132117,16483.913800535374
MWM Aggressive,2016-01,42.08173843291051,16525.995538968284
MWM Aggressive,2016-02,42.08173843291051,16568.077277401197
MWM Aggressive,2016-03,576.6407987024031,17144.7180761036
MWM Aggressive,2016-04,42.599310376919966,17187.317386480518
MWM Aggressive,2016-05,42.599310376919966,17229.91669685744
MWM Aggressive,2016-06,705.7072133743154,17935.623910231752
MWM Aggressive,2016-07,42.599310376919966,17978.223220608674
MWM Aggressive,2016-08,42.77183435825645,18020.99505496693
MWM Aggressive,2016-09,555.0097455099957,18576.004800476927
MWM Aggressive,2016-10,42.599310376919966,18618.604110853845
MWM Aggressive,2016-11,42.77183435825645,18661.3759452121
MWM Aggressive,2016-12,1162.934056554871,19824.31000176697
MWM Aggressive,2017-01,40.78382996736629,19865.09383173434
MWM Aggressive,2017-02,41.3232913357435,19906.41712307008
MWM Aggressive,2017-03,514.8463466205513,20421.263469690635
MWM Aggressive,2017-04,43.31978249422428,20464.583252184857
MWM Aggressive,2017-05,41.68293224799498,20506.266184432854
MWM Aggressive,2017-06,714.171630716173,21220.437815149027
MWM Aggressive,2017-07,41.68293224799498,21262.12074739702
MWM Aggressive,2017-08,41.503111791869244,21303.62385918889
MWM Aggressive,2017-09,661.3100590748502,21964.93391826374
MWM Aggressive,2017-10,41.68293224799498,22006.616850511735
MWM Aggressive,2017-11,41.68293224799498,22048.299782759732
MWM Aggressive,2017-12,1199.062560160479,23247.36234292021
MWM Aggressive,2018-01,44.39077153389587,23291.753114454106
MWM Aggressive,2018-02,44.59115770090688,23336.344272155013
MWM Aggressive,2018-03,502.00166594706366,23838.345938102077
MWM Aggressive,2018-04,45.79347470297291,23884.13941280505
MWM Aggressive,2018-05,44.991930034928885,23929.131342839977
MWM Aggressive,2018-06,732.5604405312872,24661.691783371265
MWM Aggressive,2018-07,44.991930034928885,24706.683713406193
MWM Aggressive,2018-08,47.08234726732208,24753.766060673515
MWM Aggressive,2018-09,699.2122763128751,25452.97833698639
MWM Aggressive,2018-10,45.19231620193989,25498.170653188332
MWM Aggressive,2018-11,45.19231620193989,25543.36296939027
MWM Aggressive,2018-12,1233.0994779553528,26776.462447345624
MWM Aggressive,2019-01,56.99737163404464,26833.459818979667
MWM Aggressive,2019-02,55.84405866883477,26889.303877648505
MWM Aggressive,2019-03,620.6588355291037,27509.962713177607
MWM Aggressive,2019-04,56.85195813788922,27566.814671315497
MWM Aggressive,2019-05,55.00281733823139,27621.817488653727
MWM Aggressive,2019-06,790.6644899840445,28412.48197863777
MWM Aggressive,2019-07,54.23257164699621,28466.714550284767
MWM Aggressive,2019-08,54.23257164699621,28520.947121931764
MWM Aggressive,2019-09,651.1175476888603,29172.064669620624
MWM Aggressive,2019-10,53.33486650639172,29225.399536127017
MWM Aggressive,2019-11,52.3397477506117,29277.73928387763
MWM Aggressive,2019-12,939.7865594363652,30217.525843313993
MWM Aggressive,2020-01,60.54268905428741,30278.06853236828
MWM Aggressive,2020-02,62.08133744387921,30340.14986981216
MWM Aggressive,2020-03,556.5483705293642,30896.698240341524
MWM Aggressive,2020-04,60.00036162764237,30956.698601969165
MWM Aggressive,2020-05,60.043260987910244,31016.74186295708
MWM Aggressive,2020-06,641.0996852630947,31657.84154822017
MWM Aggressive,2020-07,59.47665793959313,31717.318206159765
MWM Aggressive,2020-08,50.877170619686325,31768.19537677945
MWM Aggressive,2020-09,511.0393558075811,32279.234732587032
MWM Aggressive,2020-10,129.74381905304847,32408.97855164008
MWM Aggressive,2020-11,48.015611983089656,32456.99416362317
MWM Aggressive,2020-12,942.359581404829,33399.353745028
MWM Aggressive,2021-01,53.652761556217115,33453.006506584214
MWM Aggressive,2021-02,62.78032141745913,33515.78682800168
MWM Aggressive,2021-03,629.1641012882698,34144.950929289946
MWM Aggressive,2021-04,53.76556529335509,34198.7164945833
MWM Aggressive,2021-05,52.40312429326049,34251.11961887656
MWM Aggressive,2021-06,763.6594622927369,35014.7790811693
MWM Aggressive,2021-07,52.150076421551674,35066.92915759085
MWM Aggressive,2021-08,52.03119342885877,35118.960351019705
MWM Aggressive,2021-09,551.3586728163714,35670.31902383608
MWM Aggressive,2021-10,37.14875071088381,35707.46777454696
MWM Aggressive,2021-11,37.14875071088381,35744.61652525785
MWM Aggressive,2021-12,1136.4177385919224,36881.03426384977
MWM Aggressive,2022-01,45.717931875524656,36926.7521957253
MWM Aggressive,2022-02,62.80150055206636,36989.55369627736
MWM Aggressive,2022-03,598.0160562713825,37587.56975254874
MWM Aggressive,2022-04,62.82307217252257,37650.39282472127
MWM Aggressive,2022-05,63.75459640925501,37714.14742113052
MWM Aggressive,2022-06,867.2583192976218,38581.40574042814
MWM Aggressive,2022-07,74.4909286836234,38655.89666911177
MWM Aggressive,2022-08,75.09962729750346,38730.99629640927
MWM Aggressive,2022-09,758.5586454562607,39489.55494186553
MWM Aggressive,2022-10,83.52335594964563,39573.07829781518
MWM Aggressive,2022-11,84.07117763346635,39657.14947544864
MWM Aggressive,2022-12,1102.6450979820902,40759.79457343073
MWM Aggressive,2023-01,60.36005656707107,40820.1546299978
MWM Aggressive,2023-02,77.08277931424485,40897.237409312045
MWM Aggressive,2023-03,672.6701816432068,41569.907590955256
MWM Aggressive,2023-04,80.26590061686649,41650.173491572124
MWM Aggressive,2023-05,80.04914498976892,41730.22263656189
MWM Aggressive,2023-06,937.4852599125577,42667.70789647445
MWM Aggressive,2023-07,80.49706942449106,42748.20496589894
MWM Aggressive,2023-08,81.21275372060515,42829.417719619545
MWM Aggressive,2023-09,771.789770717125,43601.20749033667
MWM Aggressive,2023-10,83.86818124147422,43685.075671578146
MWM Aggressive,2023-11,83.52005902300994,43768.595730601155
MWM Aggressive,2023-12,1178.0979473663365,44946.69367796749
MWM Aggressive,2024-01,62.76114484863483,45009.45482281612
MWM Aggressive,2024-02,97.7181589421403,45107.17298175827
MWM Aggressive,2024-03,741.7779715559029,45848.95095331417
MWM Aggressive,2024-04,100.49523868571228,45949.44619199988
MWM Aggressive,2024-05,101.17917341791687,46050.6253654178
MWM Aggressive,2024-06,951.8368850920916,47002.46225050989
MWM Aggressive,2024-07,98.55047244382733,47101.01272295372
MWM Aggressive,2024-08,98.41967454125464,47199.43239749497
MWM Aggressive,2024-09,799.5029773443187,47998.93537483929
MWM Aggressive,2024-10,98.45149142362581,48097.38686626292
MWM Aggressive,2024-11,97.99817611762518,48195.38504238054
MWM Aggressive,2024-12,1263.2827818628089,49458.66782424335
MWM Aggressive,2025-01,70.59879738498796,49529.26662162834
MWM Aggressive,2025-02,107.32059952995701,49636.5872211583
MWM Aggressive,2025-03,798.2309521659743,50434.81817332427
MWM Aggressive,2025-04,108.48312781713489,50543.3013011414
MWM Aggressive,2025-05,113.0948198558915,50656.39612099729
MWM Aggressive,2025-06,1011.6339219546894,51668.030042951985
MWM Aggressive,2025-07,110.0248366426733,51778.05487959466
MWM Aggressive,2025-08,113.14114659982718,51891.196026194484
MWM Aggressive,2025-09,923.5073645918942,52814.70339078638
MWM Aggressive,2025-10,110.98788338463083,52925.69127417101
MWM Aggressive,2025-11,109.5097307062682,53035.20100487728
MWM Aggressive,2025-12,1448.5266846151064,54483.727689492385
MWM Aggressive,2026-01,76.17295549486896,54559.900644987254
MWM Aggressive,2026-02,108.34534452284535,54668.2459895101
MWM Aggressive,2026-03,688.0051362177559,55356.25112572785
MWM Aggressive,2026-04,113.18154782785464,55469.43267355571
MWM Aggressive,2026-05,114.98482146852834,55584.41749502424
MWM Aggressive,2026-06,907.1472146577672,56491.564709682
MWM Aggressive,2026-07,114.83773174888648,56606.40244143089
MWM Aggressive,2026-08,114.86344989685504,56721.26589132775
MWM Aggressive,2026-09,444.8970100584929,57166.16290138624
MWM Balanced,2011-01,213.30666139872824,213.30666139872824
MWM Balanced,2011-02,202.909111127891,416.2157725266193
MWM Balanced,2011-03,426.44062728885916,842.6563998154784
MWM Balanced,2011-04,196.67628572344557,1039.332685538924
MWM Balanced,2011-05,210.19024869650553,1249.5229342354296
MWM Balanced,2011-06,454.73725116639434,1704.260185401824
MWM Balanced,2011-07,200.81248679955283,1905.0726722013767
MWM Balanced,2011-08,202.909111127891,2107.9817833292677
MWM Balanced,2011-09,450.14698952872686,2558.1287728579946
MWM Balanced,2011-10,212.25834923455915,2770.387122092554
MWM Balanced,2011-11,200.81248679955283,2971.1996088921064
MWM Balanced,2011-12,1701.3779284809675,4672.577537373074
MWM Balanced,2012-01,138.79726311747424,4811.374800490548
MWM Balanced,2012-02,138.10334523060627,4949.478145721155
MWM Balanced,2012-03,313.3147624630705,5262.792908184225
MWM Balanced,2012-04,138.79750750575778,5401.590415689982
MWM Balanced,2012-05,136.7155094568703,5538.305925146853
MWM Balanced,2012-06,339.1052080587391,5877.411133205592
MWM Balanced,2012-07,139.49142539262579,6016.902558598218
MWM Balanced,2012-08,125.61160132556492,6142.514159923783
MWM Balanced,2012-09,515.2799072384577,6657.79406716224
MWM Balanced,2012-10,134.63375579626634,6792.427822958507
MWM Balanced,2012-11,126.30576360071643,6918.733586559223
MWM Balanced,2012-12,1195.9999895730055,8114.733576132228
MWM Balanced,2013-01,92.9549314051513,8207.68850753738
MWM Balanced,2013-02,92.09661510166535,8299.785122639045
MWM Balanced,2013-03,259.4955457679381,8559.280668406984
MWM Balanced,2013-04,92.09661510166535,8651.37728350865
MWM Balanced,2013-05,86.48898435160048,8737.866267860249
MWM Balanced,2013-06,351.14181774130805,9089.008085601557
MWM Balanced,2013-07,92.64020648569563,9181.648292087253
MWM Balanced,2013-08,87.03257573563076,9268.680867822884
MWM Balanced,2013-09,302.9115011524286,9571.592368975313
MWM Balanced,2013-10,94.81457202181677,9666.406940997129
MWM Balanced,2013-11,89.8363911106632,9756.243332107792
MWM Balanced,2013-12,599.122642762578,10355.36597487037
MWM Balanced,2014-01,72.4247763375775,10427.790751207947
MWM Balanced,2014-02,74.04747792343123,10501.83822913138
MWM Balanced,2014-03,239.54047093924794,10741.378700070627
MWM Balanced,2014-04,74.72011017812721,10816.098810248754
MWM Balanced,2014-05,73.84988033431412,10889.948690583069
MWM Balanced,2014-06,260.09811409455745,11150.046804677626
MWM Balanced,2014-07,77.09528350602157,11227.142088183648
MWM Balanced,2014-08,73.37484566873525,11300.516933852383
MWM Balanced,2014-09,230.40635398382952,11530.923287836213
MWM Balanced,2014-10,75.67017950928496,11606.593467345498
MWM Balanced,2014-11,75.19514484370609,11681.788612189202
MWM Balanced,2014-12,452.63729466849753,12134.425906857701
MWM Balanced,2015-01,88.103605595734,12222.529512453435
MWM Balanced,2015-02,84.4506459622252,12306.98015841566
MWM Balanced,2015-03,191.66784412806027,12498.64800254372
MWM Balanced,2015-04,85.14458888627524,12583.792591429996
MWM Balanced,2015-05,85.49156034830028,12669.284151778296
MWM Balanced,2015-06,225.986261914647,12895.270413692942
MWM Balanced,2015-07,85.49156034830028,12980.761974041243
MWM Balanced,2015-08,85.83853181032529,13066.60050585157
MWM Balanced,2015-09,202.58633656670773,13269.186842418276
MWM Balanced,2015-10,87.22641765842542,13356.4132600767
MWM Balanced,2015-11,86.18550327235033,13442.598763349051
MWM Balanced,2015-12,518.0507120058897,13960.649475354941
MWM Balanced,2016-01,68.25274764131822,14028.90222299626
MWM Balanced,2016-02,68.25274764131822,14097.154970637577
MWM Balanced,2016-03,159.74179275774213,14256.89676339532
MWM Balanced,2016-04,69.09220220275517,14325.988965598075
MWM Balanced,2016-05,69.09220220275517,14395.08116780083
MWM Balanced,2016-06,183.28637503522174,14578.367542836053
MWM Balanced,2016-07,69.09220220275517,14647.459745038808
MWM Balanced,2016-08,69.37202038990084,14716.831765428708
